M/W,Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET,VS_SET,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
Women,2026,11,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,"Hong Kong, China",Lebanon,3,0,25,25,25,-,-,20,8,13,-,-,2,17,13,1,3,-,13,2,9,24,1,0,6,7,3,2,20,25,1,0,5,6,17,1,22,6,0,19,25
Women,2026,11,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,"Hong Kong, China",Lebanon,3,0,25,25,25,-,-,20,8,13,-,-,3,16,13,1,2,-,13,4,16,33,1,0,4,5,2,3,19,24,4,0,10,14,17,2,23,5,0,27,32
Women,2026,12,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Kazakhstan,Iran,3,1,13,25,25,25,-,25,20,14,19,-,ALL,64,52,11,1,-,52,21,60,133,11,12,32,55,1,10,76,87,22,7,46,75,64,17,102,18,1,110,129
Women,2026,12,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Kazakhstan,Iran,3,1,13,25,25,25,-,25,20,14,19,-,1,9,8,1,0,-,8,7,10,25,1,4,2,7,0,3,10,13,5,4,14,23,8,3,14,5,0,19,24
Women,2026,12,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Kazakhstan,Iran,3,1,13,25,25,25,-,25,20,14,19,-,2,20,17,3,0,-,17,5,16,38,3,3,14,20,0,3,22,25,8,1,9,18,19,4,28,6,0,31,37
Women,2026,12,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Kazakhstan,Iran,3,1,13,25,25,25,-,25,20,14,19,-,3,18,12,6,0,-,12,4,14,30,6,2,7,15,0,1,23,24,3,1,11,15,19,4,31,4,0,28,32
Women,2026,12,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Kazakhstan,Iran,3,1,13,25,25,25,-,25,20,14,19,-,4,17,15,1,1,-,15,5,20,40,1,3,9,13,1,3,21,25,6,1,12,19,18,6,29,3,1,32,36
Women,2026,12,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Iran,Kazakhstan,1,3,25,20,14,19,-,13,25,25,25,-,ALL,52,39,6,7,-,39,26,69,134,6,17,15,38,7,4,68,79,23,1,53,77,68,22,112,21,0,122,143
Women,2026,12,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Iran,Kazakhstan,1,3,25,20,14,19,-,13,25,25,25,-,1,16,11,1,4,-,11,2,7,20,1,2,2,5,4,2,19,25,2,0,8,10,12,4,19,4,0,17,21
Women,2026,12,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Iran,Kazakhstan,1,3,25,20,14,19,-,13,25,25,25,-,2,14,11,2,1,-,11,5,24,40,2,5,3,10,1,2,17,20,7,0,15,22,20,4,31,7,0,35,42
Women,2026,12,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Iran,Kazakhstan,1,3,25,20,14,19,-,13,25,25,25,-,3,10,8,1,1,-,8,12,19,39,1,3,6,10,1,0,14,15,7,0,16,23,17,6,30,5,0,36,41
Women,2026,12,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Iran,Kazakhstan,1,3,25,20,14,19,-,13,25,25,25,-,4,12,9,2,1,-,9,7,19,35,2,7,4,13,1,0,18,19,7,1,14,22,19,8,32,5,0,34,39
Women,2026,13,2026/6/8,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Philippines,Kyrgyzstan,3,0,25,25,25,-,-,9,11,17,-,-,ALL,58,48,4,6,-,48,12,31,91,4,4,8,16,6,11,57,74,12,2,19,33,48,3,68,12,0,75,87
Women,2026,13,2026/6/8,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Philippines,Kyrgyzstan,3,0,25,25,25,-,-,9,11,17,-,-,1,22,17,2,3,-,17,3,8,28,2,1,2,5,3,5,17,25,2,0,6,8,17,0,23,5,0,22,27
Women,2026,13,2026/6/8,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Philippines,Kyrgyzstan,3,0,25,25,25,-,-,9,11,17,-,-,2,17,14,1,2,-,14,3,11,28,1,2,4,7,2,1,21,24,4,0,6,10,16,2,21,4,0,24,28
Women,2026,13,2026/6/8,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Philippines,Kyrgyzstan,3,0,25,25,25,-,-,9,11,17,-,-,3,19,17,1,1,-,17,6,12,35,1,1,2,4,1,5,19,25,6,2,7,15,15,1,24,3,0,29,32
Women,2026,13,2026/6/8,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Kyrgyzstan,Philippines,0,3,9,11,17,-,-,25,25,25,-,-,ALL,20,12,6,2,-,12,14,42,68,6,8,11,25,2,5,31,38,8,6,49,63,25,20,67,7,0,74,81
Women,2026,13,2026/6/8,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Kyrgyzstan,Philippines,0,3,9,11,17,-,-,25,25,25,-,-,1,1,1,0,0,-,1,4,11,16,0,2,6,8,0,1,8,9,2,3,15,20,4,6,20,2,0,19,21
Women,2026,13,2026/6/8,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Kyrgyzstan,Philippines,0,3,9,11,17,-,-,25,25,25,-,-,2,8,7,1,0,-,7,5,19,31,1,1,3,5,0,2,10,12,4,2,17,23,10,8,19,4,0,27,31
Women,2026,13,2026/6/8,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Kyrgyzstan,Philippines,0,3,9,11,17,-,-,25,25,25,-,-,3,11,4,5,2,-,4,5,12,21,5,5,2,12,2,2,13,17,2,1,17,20,11,6,28,1,0,28,29
Women,2026,14,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Vietnam,Indonesia,3,2,18,25,25,19,15,25,22,18,25,13,ALL,78,67,9,2,-,67,23,84,174,9,25,31,65,2,10,90,102,31,2,60,93,30,22,114,34,0,144,178
Women,2026,14,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Vietnam,Indonesia,3,2,18,25,25,19,15,25,22,18,25,13,1,11,9,1,1,-,9,7,18,34,1,6,3,10,1,0,18,19,8,1,11,20,6,4,22,4,0,32,36
Women,2026,14,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Vietnam,Indonesia,3,2,18,25,25,19,15,25,22,18,25,13,2,20,17,3,0,-,17,5,18,40,3,6,5,14,0,2,22,24,4,0,17,21,10,5,24,11,0,29,40
Women,2026,14,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Vietnam,Indonesia,3,2,18,25,25,19,15,25,22,18,25,13,3,23,20,2,1,-,20,4,17,41,2,6,6,14,1,1,23,25,5,0,13,18,5,5,25,7,0,29,36
Women,2026,14,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Vietnam,Indonesia,3,2,18,25,25,19,15,25,22,18,25,13,4,13,12,1,0,-,12,7,20,39,1,4,10,15,0,5,14,19,12,0,10,22,6,3,24,8,0,34,42
Women,2026,14,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Vietnam,Indonesia,3,2,18,25,25,19,15,25,22,18,25,13,5,11,9,2,0,-,9,0,11,20,2,3,7,12,0,2,13,15,2,1,9,12,3,5,19,4,0,20,24
Women,2026,14,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Indonesia,Vietnam,2,3,25,22,18,25,13,18,25,25,19,15,ALL,78,67,9,2,-,67,20,87,174,9,20,19,48,2,10,91,103,31,1,59,91,34,18,119,24,1,153,178
Women,2026,14,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Indonesia,Vietnam,2,3,25,22,18,25,13,18,25,25,19,15,1,22,17,4,1,-,17,2,15,34,4,3,3,10,1,4,19,24,8,0,10,18,6,5,23,6,1,28,35
Women,2026,14,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Indonesia,Vietnam,2,3,25,22,18,25,13,18,25,25,19,15,2,17,15,2,0,-,15,6,15,36,2,2,3,7,0,2,21,23,7,0,15,22,4,5,24,3,0,34,37
Women,2026,14,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Indonesia,Vietnam,2,3,25,22,18,25,13,18,25,25,19,15,3,15,13,2,0,-,13,4,18,35,2,7,6,15,0,0,18,18,6,1,17,24,6,4,23,6,0,32,38
Women,2026,14,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Indonesia,Vietnam,2,3,25,22,18,25,13,18,25,25,19,15,4,14,13,1,0,-,13,3,23,39,1,7,5,13,0,3,22,25,6,0,8,14,12,1,27,5,0,34,39
Women,2026,14,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Indonesia,Vietnam,2,3,25,22,18,25,13,18,25,25,19,15,5,10,9,0,1,-,9,5,16,30,0,1,2,3,1,1,11,13,4,0,9,13,6,3,22,4,0,25,29
Women,2026,15,2026/6/8,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Chinese Taipei,Australia,3,1,25,17,25,25,-,20,25,22,19,-,ALL,75,63,4,8,-,63,34,84,181,4,12,15,31,8,9,74,91,23,3,57,83,45,11,128,32,1,143,176
Women,2026,15,2026/6/8,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Chinese Taipei,Australia,3,1,25,17,25,25,-,20,25,22,19,-,1,20,18,0,2,-,18,5,12,35,0,4,4,8,2,3,20,25,7,1,11,19,7,3,24,8,0,26,34
Women,2026,15,2026/6/8,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Chinese Taipei,Australia,3,1,25,17,25,25,-,20,25,22,19,-,2,13,10,0,3,-,10,14,21,45,0,2,0,2,3,1,13,17,4,1,18,23,8,3,26,6,1,36,43
Women,2026,15,2026/6/8,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Chinese Taipei,Australia,3,1,25,17,25,25,-,20,25,22,19,-,3,22,17,3,2,-,17,8,20,45,3,2,1,6,2,3,20,25,5,1,16,22,11,2,32,8,0,37,45
Women,2026,15,2026/6/8,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Chinese Taipei,Australia,3,1,25,17,25,25,-,20,25,22,19,-,4,20,18,1,1,-,18,7,31,56,1,4,10,15,1,2,21,24,7,0,12,19,19,3,46,10,0,44,54
Women,2026,15,2026/6/8,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Australia,Chinese Taipei,1,3,20,25,22,19,-,25,17,25,25,-,ALL,54,39,12,3,-,39,14,71,124,12,27,32,71,3,4,80,87,21,8,53,82,20,15,111,21,1,112,134
Women,2026,15,2026/6/8,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Australia,Chinese Taipei,1,3,20,25,22,19,-,25,17,25,25,-,1,14,11,2,1,-,11,4,12,27,2,6,6,14,1,1,18,20,3,2,17,22,1,5,21,4,0,26,30
Women,2026,15,2026/6/8,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Australia,Chinese Taipei,1,3,20,25,22,19,-,25,17,25,25,-,2,13,8,4,1,-,8,0,12,20,4,5,7,16,1,2,22,25,2,3,11,16,5,3,26,6,1,18,25
Women,2026,15,2026/6/8,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Australia,Chinese Taipei,1,3,20,25,22,19,-,25,17,25,25,-,3,15,10,4,1,-,10,6,15,31,4,8,8,20,1,0,21,22,8,2,12,22,4,1,22,7,0,25,32
Women,2026,15,2026/6/8,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Australia,Chinese Taipei,1,3,20,25,22,19,-,25,17,25,25,-,4,12,10,2,0,-,10,4,32,46,2,8,11,21,0,1,19,20,8,1,13,22,10,6,42,4,0,43,47
Women,2026,16,2026/6/9,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Lebanon,Iran,0,3,9,8,15,-,-,25,25,25,-,-,ALL,16,9,5,2,-,9,14,56,79,5,9,7,21,2,9,23,34,12,9,44,65,5,15,57,8,2,65,75
Women,2026,16,2026/6/9,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Lebanon,Iran,0,3,9,8,15,-,-,25,25,25,-,-,1,3,2,1,0,-,2,4,23,29,1,4,2,7,0,1,9,10,4,3,15,22,2,5,20,1,0,25,26
Women,2026,16,2026/6/9,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Lebanon,Iran,0,3,9,8,15,-,-,25,25,25,-,-,2,4,1,3,0,-,1,3,18,22,3,2,2,7,0,3,5,8,6,5,11,22,1,5,17,3,2,20,25
Women,2026,16,2026/6/9,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Lebanon,Iran,0,3,9,8,15,-,-,25,25,25,-,-,3,9,6,1,2,-,6,7,15,28,1,3,3,7,2,5,9,16,2,1,18,21,2,5,20,4,0,20,24
Women,2026,16,2026/6/9,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Iran,Lebanon,3,0,25,25,25,-,-,9,8,15,-,-,ALL,50,37,4,9,-,37,13,30,80,4,3,13,20,9,8,56,73,12,2,11,25,25,4,72,19,0,61,80
Women,2026,16,2026/6/9,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Iran,Lebanon,3,0,25,25,25,-,-,9,8,15,-,-,1,18,13,2,3,-,13,5,13,31,2,0,6,8,3,2,19,24,5,0,4,9,8,1,25,7,0,23,30
Women,2026,16,2026/6/9,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Iran,Lebanon,3,0,25,25,25,-,-,9,8,15,-,-,2,18,12,1,5,-,12,4,9,25,1,1,4,6,5,3,17,25,3,0,2,5,12,0,20,8,0,16,24
Women,2026,16,2026/6/9,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Iran,Lebanon,3,0,25,25,25,-,-,9,8,15,-,-,3,14,12,1,1,-,12,4,8,24,1,2,3,6,1,3,20,24,4,2,5,11,5,3,27,4,0,22,26
Women,2026,17,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Uzbekistan,Chinese Taipei,0,3,17,13,19,-,-,25,25,25,-,-,ALL,31,21,6,4,-,21,13,51,85,6,13,16,35,4,5,42,51,23,5,42,70,29,16,59,5,1,84,90
Women,2026,17,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Uzbekistan,Chinese Taipei,0,3,17,13,19,-,-,25,25,25,-,-,1,11,8,2,1,-,8,6,16,30,2,4,6,12,1,3,14,18,10,2,10,22,11,3,20,1,1,30,32
Women,2026,17,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Uzbekistan,Chinese Taipei,0,3,17,13,19,-,-,25,25,25,-,-,2,8,4,2,2,-,4,5,16,25,2,4,6,12,2,0,11,13,8,2,14,24,7,7,19,2,0,24,26
Women,2026,17,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Uzbekistan,Chinese Taipei,0,3,17,13,19,-,-,25,25,25,-,-,3,12,9,2,1,-,9,2,19,30,2,5,4,11,1,2,17,20,5,1,18,24,11,6,20,2,0,30,32
Women,2026,17,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Chinese Taipei,Uzbekistan,3,0,25,25,25,-,-,17,13,19,-,-,ALL,61,50,6,5,-,50,17,32,99,6,12,16,34,5,3,65,73,21,4,21,46,55,10,72,19,0,79,98
Women,2026,17,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Chinese Taipei,Uzbekistan,3,0,25,25,25,-,-,17,13,19,-,-,1,18,13,3,2,-,13,6,13,32,3,2,4,9,2,2,20,24,9,1,5,15,20,5,28,5,0,28,33
Women,2026,17,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Chinese Taipei,Uzbekistan,3,0,25,25,25,-,-,17,13,19,-,-,2,22,18,2,2,-,18,3,9,30,2,3,6,11,2,1,22,25,6,2,5,13,18,3,23,6,0,24,30
Women,2026,17,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Chinese Taipei,Uzbekistan,3,0,25,25,25,-,-,17,13,19,-,-,3,21,19,1,1,-,19,8,10,37,1,7,6,14,1,0,23,24,6,1,11,18,17,2,21,8,0,27,35
Women,2026,18,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Philippines,Korea,0,3,16,18,22,-,-,25,25,25,-,-,ALL,45,36,4,5,-,36,12,53,101,4,16,18,38,5,6,46,57,21,7,38,66,47,13,74,15,3,88,106
Women,2026,18,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Philippines,Korea,0,3,16,18,22,-,-,25,25,25,-,-,1,12,12,0,0,-,12,3,12,27,0,6,5,11,0,1,15,16,9,2,13,24,7,6,19,8,1,20,29
Women,2026,18,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Philippines,Korea,0,3,16,18,22,-,-,25,25,25,-,-,2,14,10,2,2,-,10,4,22,36,2,4,6,12,2,3,14,19,4,3,14,21,18,3,26,2,0,35,37
Women,2026,18,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Philippines,Korea,0,3,16,18,22,-,-,25,25,25,-,-,3,19,14,2,3,-,14,5,19,38,2,6,7,15,3,2,17,22,8,2,11,21,22,4,29,5,2,33,40
Women,2026,18,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Korea,Philippines,3,0,25,25,25,-,-,16,18,22,-,-,ALL,60,46,7,7,-,46,8,46,100,7,11,19,37,7,7,60,74,17,5,29,51,51,7,70,21,0,80,101
Women,2026,18,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Korea,Philippines,3,0,25,25,25,-,-,16,18,22,-,-,1,20,17,1,2,-,17,3,10,30,1,4,4,9,2,1,22,25,7,0,8,15,14,1,20,8,0,23,31
Women,2026,18,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Korea,Philippines,3,0,25,25,25,-,-,16,18,22,-,-,2,20,15,2,3,-,15,3,18,36,2,2,10,14,3,3,18,24,2,2,12,16,22,5,30,6,0,29,35
Women,2026,18,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Korea,Philippines,3,0,25,25,25,-,-,16,18,22,-,-,3,20,14,4,2,-,14,2,18,34,4,5,5,14,2,3,20,25,8,3,9,20,15,1,20,7,0,28,35
Women,2026,19,2026/6/9,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Indonesia,"Hong Kong, China",3,0,25,27,25,-,-,20,25,14,-,-,ALL,54,41,10,3,-,41,16,52,109,10,10,13,33,3,5,67,75,26,4,24,54,22,6,81,32,3,80,115
Women,2026,19,2026/6/9,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Indonesia,"Hong Kong, China",3,0,25,27,25,-,-,20,25,14,-,-,1,19,17,2,0,-,17,4,14,35,2,3,5,10,0,3,21,24,8,2,7,17,5,2,23,13,1,21,35
Women,2026,19,2026/6/9,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Indonesia,"Hong Kong, China",3,0,25,27,25,-,-,20,25,14,-,-,2,18,10,7,1,-,10,9,27,46,7,6,5,18,1,2,24,27,9,1,14,24,8,1,35,10,2,38,50
Women,2026,19,2026/6/9,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Indonesia,"Hong Kong, China",3,0,25,27,25,-,-,20,25,14,-,-,3,17,14,1,2,-,14,3,11,28,1,1,3,5,2,0,22,24,9,1,3,13,9,3,23,9,0,21,30
Women,2026,19,2026/6/9,B,Preliminary,"Candon City, Ilocos Sur",Philippines,"Hong Kong, China",Indonesia,0,3,20,25,14,-,-,25,27,25,-,-,ALL,37,27,6,4,-,27,22,64,113,6,13,17,36,4,7,50,61,25,3,42,70,19,10,73,18,4,95,117
Women,2026,19,2026/6/9,B,Preliminary,"Candon City, Ilocos Sur",Philippines,"Hong Kong, China",Indonesia,0,3,20,25,14,-,-,25,27,25,-,-,1,13,9,2,2,-,9,3,23,35,2,5,3,10,2,4,15,21,12,0,9,21,3,4,24,7,1,30,38
Women,2026,19,2026/6/9,B,Preliminary,"Candon City, Ilocos Sur",Philippines,"Hong Kong, China",Indonesia,0,3,20,25,14,-,-,25,27,25,-,-,2,11,8,2,1,-,8,13,27,48,2,4,7,13,1,1,23,25,7,1,17,25,12,3,35,7,2,40,49
Women,2026,19,2026/6/9,B,Preliminary,"Candon City, Ilocos Sur",Philippines,"Hong Kong, China",Indonesia,0,3,20,25,14,-,-,25,27,25,-,-,3,13,10,2,1,-,10,6,14,30,2,4,7,13,1,2,12,15,6,2,16,24,4,3,14,4,1,25,30
Women,2026,20,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Kyrgyzstan,Australia,1,3,15,27,16,23,-,25,25,25,25,-,ALL,47,36,4,7,-,36,24,75,135,4,9,20,33,7,9,66,82,9,10,68,87,66,23,119,3,1,143,147
Women,2026,20,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Kyrgyzstan,Australia,1,3,15,27,16,23,-,25,25,25,25,-,1,8,7,0,1,-,7,6,8,21,0,3,3,6,1,5,10,16,2,3,13,18,10,4,23,3,1,23,27
Women,2026,20,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Kyrgyzstan,Australia,1,3,15,27,16,23,-,25,25,25,25,-,2,16,11,2,3,-,11,5,23,39,2,1,4,7,3,3,20,26,1,2,21,24,19,8,37,0,0,45,45
Women,2026,20,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Kyrgyzstan,Australia,1,3,15,27,16,23,-,25,25,25,25,-,3,9,6,2,1,-,6,7,12,25,2,0,9,11,1,0,16,17,2,3,17,22,10,7,21,0,0,28,28
Women,2026,20,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Kyrgyzstan,Australia,1,3,15,27,16,23,-,25,25,25,25,-,4,14,12,0,2,-,12,6,32,50,0,5,4,9,2,1,20,23,4,2,17,23,27,4,38,0,0,47,47
Women,2026,20,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Australia,Kyrgyzstan,3,1,25,25,25,25,-,15,27,16,23,-,ALL,75,53,12,10,-,53,22,65,140,12,17,26,55,10,12,77,99,20,7,46,73,70,16,116,17,2,121,140
Women,2026,20,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Australia,Kyrgyzstan,3,1,25,25,25,25,-,15,27,16,23,-,1,15,9,3,3,-,9,1,11,21,3,2,2,7,3,6,15,24,3,1,7,11,6,3,17,4,0,17,21
Women,2026,20,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Australia,Kyrgyzstan,3,1,25,25,25,25,-,15,27,16,23,-,2,19,15,2,2,-,15,10,19,44,2,6,5,13,2,2,22,26,6,3,14,23,24,4,35,6,1,35,42
Women,2026,20,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Australia,Kyrgyzstan,3,1,25,25,25,25,-,15,27,16,23,-,3,22,14,5,3,-,14,7,14,35,5,2,4,11,3,2,19,24,7,1,9,17,15,3,24,4,0,29,33
Women,2026,20,2026/6/9,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Australia,Kyrgyzstan,3,1,25,25,25,25,-,15,27,16,23,-,4,19,15,2,2,-,15,4,21,40,2,7,15,24,2,2,21,25,4,2,16,22,25,6,40,3,1,40,44
Women,2026,21,2026/6/11,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Vietnam,Iran,3,0,25,25,27,-,-,19,20,25,-,-,ALL,55,43,12,0,-,43,9,40,92,12,12,17,41,0,3,73,76,13,7,37,57,47,12,67,16,1,74,91
Women,2026,21,2026/6/11,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Vietnam,Iran,3,0,25,25,27,-,-,19,20,25,-,-,1,18,16,2,0,-,16,2,12,30,2,3,2,7,0,1,24,25,2,2,12,16,14,3,21,7,0,19,26
Women,2026,21,2026/6/11,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Vietnam,Iran,3,0,25,25,27,-,-,19,20,25,-,-,2,17,10,7,0,-,10,3,15,28,7,2,6,15,0,2,22,24,3,1,13,17,17,4,24,4,1,28,33
Women,2026,21,2026/6/11,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Vietnam,Iran,3,0,25,25,27,-,-,19,20,25,-,-,3,20,17,3,0,-,17,4,13,34,3,7,9,19,0,0,27,27,8,4,12,24,16,5,22,5,0,27,32
Women,2026,21,2026/6/11,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Iran,Vietnam,0,3,19,20,25,-,-,25,25,27,-,-,ALL,53,44,2,7,-,44,23,49,116,2,12,13,27,7,8,50,65,24,0,49,73,42,17,68,16,0,99,115
Women,2026,21,2026/6/11,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Iran,Vietnam,0,3,19,20,25,-,-,25,25,27,-,-,1,16,14,0,2,-,14,6,15,35,0,3,2,5,2,3,14,19,8,0,16,24,9,7,21,3,0,30,33
Women,2026,21,2026/6/11,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Iran,Vietnam,0,3,19,20,25,-,-,25,25,27,-,-,2,15,13,1,1,-,13,10,15,38,1,1,8,10,1,4,16,21,7,0,15,22,18,5,25,5,0,35,40
Women,2026,21,2026/6/11,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Iran,Vietnam,0,3,19,20,25,-,-,25,25,27,-,-,3,22,17,1,4,-,17,7,19,43,1,8,3,12,4,1,20,25,9,0,18,27,15,5,22,8,0,34,42
Women,2026,22,2026/6/11,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Lebanon,Kazakhstan,0,3,11,19,14,-,-,25,25,25,-,-,ALL,29,27,1,1,-,27,18,41,86,1,13,5,19,1,10,34,45,11,8,47,66,32,16,64,5,2,81,88
Women,2026,22,2026/6/11,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Lebanon,Kazakhstan,0,3,11,19,14,-,-,25,25,25,-,-,1,6,6,0,0,-,6,9,17,32,0,6,3,9,0,0,11,11,4,1,15,20,15,4,21,1,1,29,31
Women,2026,22,2026/6/11,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Lebanon,Kazakhstan,0,3,11,19,14,-,-,25,25,25,-,-,2,13,11,1,1,-,11,6,12,29,1,4,0,5,1,4,15,20,4,2,17,23,7,6,22,2,0,26,28
Women,2026,22,2026/6/11,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Lebanon,Kazakhstan,0,3,11,19,14,-,-,25,25,25,-,-,3,10,10,0,0,-,10,3,12,25,0,3,2,5,0,6,8,14,3,5,15,23,10,6,21,2,1,26,29
Women,2026,22,2026/6/11,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Kazakhstan,Lebanon,3,0,25,25,25,-,-,11,19,14,-,-,ALL,49,34,7,8,-,34,5,29,68,7,8,9,24,8,8,58,74,9,1,25,35,44,11,71,11,3,63,77
Women,2026,22,2026/6/11,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Kazakhstan,Lebanon,3,0,25,25,25,-,-,11,19,14,-,-,1,16,13,2,1,-,13,0,11,24,2,2,5,9,1,5,19,25,4,0,7,11,14,1,19,5,0,20,25
