M/W,Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET,VS_SET,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
Men,2026,21,2026/6/26,A,Preliminary,Amdavad,India,Australia,India,0,3,24,15,28,-,-,26,25,30,-,-,1,18,13,5,0,-,13,8,12,33,5,4,4,13,0,3,21,24,7,2,13,22,10,5,22,1,0,33,34
Men,2026,21,2026/6/26,A,Preliminary,Amdavad,India,Australia,India,0,3,24,15,28,-,-,26,25,30,-,-,2,11,11,0,0,-,11,6,15,32,0,5,5,10,0,5,11,16,5,2,16,23,9,4,17,2,1,29,32
Men,2026,21,2026/6/26,A,Preliminary,Amdavad,India,Australia,India,0,3,24,15,28,-,-,26,25,30,-,-,3,21,17,4,0,-,17,5,20,42,4,4,4,12,0,8,20,28,8,2,19,29,16,8,30,1,0,41,42
Men,2026,22,2026/6/26,A,Preliminary,Amdavad,India,New Zealand,Kazakhstan,1,3,21,19,25,31,-,25,25,22,33,-,ALL,60,45,11,4,-,45,27,49,121,11,21,16,48,4,14,79,97,23,1,56,80,39,21,71,14,0,99,113
Men,2026,22,2026/6/26,A,Preliminary,Amdavad,India,New Zealand,Kazakhstan,1,3,21,19,25,31,-,25,25,22,33,-,1,13,6,6,1,-,6,5,15,26,6,8,6,20,1,1,19,21,6,0,12,18,8,9,20,5,0,18,23
Men,2026,22,2026/6/26,A,Preliminary,Amdavad,India,New Zealand,Kazakhstan,1,3,21,19,25,31,-,25,25,22,33,-,2,9,8,1,0,-,8,8,12,28,1,4,3,8,0,3,17,20,5,1,13,19,9,2,15,3,0,25,28
Men,2026,22,2026/6/26,A,Preliminary,Amdavad,India,New Zealand,Kazakhstan,1,3,21,19,25,31,-,25,25,22,33,-,3,16,12,1,3,-,12,5,9,26,1,4,1,6,3,5,16,24,3,0,13,16,10,4,16,2,0,22,24
Men,2026,22,2026/6/26,A,Preliminary,Amdavad,India,New Zealand,Kazakhstan,1,3,21,19,25,31,-,25,25,22,33,-,4,22,19,3,0,-,19,9,13,41,3,5,6,14,0,5,27,32,9,0,18,27,12,6,20,4,0,34,38
Men,2026,22,2026/6/26,A,Preliminary,Amdavad,India,Kazakhstan,New Zealand,3,1,25,25,22,33,-,21,19,25,31,-,ALL,68,60,7,1,-,60,18,43,121,7,17,11,35,1,24,79,104,33,4,46,83,39,17,70,25,1,94,120
Men,2026,22,2026/6/26,A,Preliminary,Amdavad,India,Kazakhstan,New Zealand,3,1,25,25,22,33,-,21,19,25,31,-,1,18,18,0,0,-,18,7,10,35,0,2,2,4,0,7,18,25,9,1,10,20,15,2,22,9,0,26,35
Men,2026,22,2026/6/26,A,Preliminary,Amdavad,India,Kazakhstan,New Zealand,3,1,25,25,22,33,-,21,19,25,31,-,2,15,12,2,1,-,12,5,9,26,2,3,2,7,1,5,18,24,5,0,12,17,8,5,17,5,0,21,26
Men,2026,22,2026/6/26,A,Preliminary,Amdavad,India,Kazakhstan,New Zealand,3,1,25,25,22,33,-,21,19,25,31,-,3,14,11,3,0,-,11,2,9,22,3,4,2,9,0,7,16,23,7,3,9,19,5,3,11,4,0,17,21
Men,2026,22,2026/6/26,A,Preliminary,Amdavad,India,Kazakhstan,New Zealand,3,1,25,25,22,33,-,21,19,25,31,-,4,21,19,2,0,-,19,4,15,38,2,8,5,15,0,5,27,32,12,0,15,27,11,7,20,7,1,30,38
Men,2026,23,2026/6/26,B,Preliminary,Amdavad,India,Qatar,Korea,1,3,16,25,21,18,-,25,21,25,25,-,ALL,62,46,14,2,-,46,12,62,120,14,32,21,67,2,14,65,81,48,8,26,82,31,12,69,37,0,82,119
Men,2026,23,2026/6/26,B,Preliminary,Amdavad,India,Qatar,Korea,1,3,16,25,21,18,-,25,21,25,25,-,1,11,11,0,0,-,11,5,16,32,0,7,3,10,0,1,15,16,11,3,7,21,9,2,18,12,0,20,32
Men,2026,23,2026/6/26,B,Preliminary,Amdavad,India,Qatar,Korea,1,3,16,25,21,18,-,25,21,25,25,-,2,20,12,6,2,-,12,2,9,23,6,7,2,15,2,5,18,25,9,1,8,18,5,3,11,8,0,16,24
Men,2026,23,2026/6/26,B,Preliminary,Amdavad,India,Qatar,Korea,1,3,16,25,21,18,-,25,21,25,25,-,3,17,12,5,0,-,12,5,22,39,5,10,10,25,0,3,18,21,17,1,5,23,11,3,25,8,0,30,38
Men,2026,23,2026/6/26,B,Preliminary,Amdavad,India,Qatar,Korea,1,3,16,25,21,18,-,25,21,25,25,-,4,14,11,3,0,-,11,0,15,26,3,8,6,17,0,5,14,19,11,3,6,20,6,4,15,9,0,16,25
Men,2026,23,2026/6/26,B,Preliminary,Amdavad,India,Korea,Qatar,3,1,25,21,25,25,-,16,25,21,18,-,ALL,74,60,6,8,-,60,19,48,127,6,16,14,36,8,13,74,95,40,2,25,67,51,8,91,47,0,83,130
Men,2026,23,2026/6/26,B,Preliminary,Amdavad,India,Korea,Qatar,3,1,25,21,25,25,-,16,25,21,18,-,1,21,16,2,3,-,16,1,7,24,2,1,5,8,3,4,18,25,8,0,7,15,10,2,20,15,0,13,28
Men,2026,23,2026/6/26,B,Preliminary,Amdavad,India,Korea,Qatar,3,1,25,21,25,25,-,16,25,21,18,-,2,15,13,1,1,-,13,8,8,29,1,6,1,8,1,3,17,21,12,2,6,20,9,1,12,10,0,17,27
Men,2026,23,2026/6/26,B,Preliminary,Amdavad,India,Korea,Qatar,3,1,25,21,25,25,-,16,25,21,18,-,3,19,15,3,1,-,15,7,23,45,3,2,6,11,1,2,22,25,13,0,5,18,19,5,35,11,0,34,45
Men,2026,23,2026/6/26,B,Preliminary,Amdavad,India,Korea,Qatar,3,1,25,21,25,25,-,16,25,21,18,-,4,19,16,0,3,-,16,3,10,29,0,7,2,9,3,4,17,24,7,0,7,14,13,0,24,11,0,19,30
Men,2026,24,2026/6/26,B,Preliminary,Amdavad,India,Indonesia,Oman,3,1,25,20,25,25,-,23,25,19,21,-,ALL,69,56,9,4,-,56,23,37,116,9,26,9,44,4,6,84,94,53,3,22,78,20,14,60,54,1,58,113
Men,2026,24,2026/6/26,B,Preliminary,Amdavad,India,Indonesia,Oman,3,1,25,20,25,25,-,23,25,19,21,-,1,19,15,2,2,-,15,5,15,35,2,5,3,10,2,3,20,25,15,1,5,21,9,3,20,14,1,20,35
Men,2026,24,2026/6/26,B,Preliminary,Amdavad,India,Indonesia,Oman,3,1,25,20,25,25,-,23,25,19,21,-,2,14,13,0,1,-,13,8,6,27,0,11,1,12,1,0,19,20,16,0,5,21,2,4,11,14,0,12,26
Men,2026,24,2026/6/26,B,Preliminary,Amdavad,India,Indonesia,Oman,3,1,25,20,25,25,-,23,25,19,21,-,3,15,10,4,1,-,10,6,11,27,4,4,3,11,1,1,23,25,7,0,8,15,4,2,13,9,0,17,26
Men,2026,24,2026/6/26,B,Preliminary,Amdavad,India,Indonesia,Oman,3,1,25,20,25,25,-,23,25,19,21,-,4,21,18,3,0,-,18,4,5,27,3,6,2,11,0,2,22,24,15,2,4,21,5,5,16,17,0,9,26
Men,2026,24,2026/6/26,B,Preliminary,Amdavad,India,Oman,Indonesia,1,3,23,25,19,21,-,25,20,25,25,-,ALL,66,54,9,3,-,54,22,35,111,9,14,14,37,3,11,75,89,43,4,41,88,21,20,63,44,1,67,112
Men,2026,24,2026/6/26,B,Preliminary,Amdavad,India,Oman,Indonesia,1,3,23,25,19,21,-,25,20,25,25,-,1,16,12,3,1,-,12,6,13,31,3,7,8,18,1,2,20,23,9,2,11,22,8,3,18,11,0,20,31
Men,2026,24,2026/6/26,B,Preliminary,Amdavad,India,Oman,Indonesia,1,3,23,25,19,21,-,25,20,25,25,-,2,20,17,3,0,-,17,2,5,24,3,2,2,7,0,4,21,25,10,1,9,20,5,8,18,13,0,12,25
Men,2026,24,2026/6/26,B,Preliminary,Amdavad,India,Oman,Indonesia,1,3,23,25,19,21,-,25,20,25,25,-,3,14,12,2,0,-,12,9,10,31,2,3,2,7,0,4,15,19,13,1,10,24,5,2,13,8,1,22,31
Men,2026,24,2026/6/26,B,Preliminary,Amdavad,India,Oman,Indonesia,1,3,23,25,19,21,-,25,20,25,25,-,4,16,13,1,2,-,13,5,7,25,1,2,2,5,2,1,19,22,11,0,11,22,3,7,14,12,0,13,25
Men,2026,25,2026/6/27,A,Preliminary,Amdavad,India,Australia,Bahrain,1,3,18,28,19,21,-,25,26,25,25,-,ALL,59,43,13,3,-,43,21,46,110,13,22,9,44,3,13,71,87,51,6,29,86,25,17,65,36,1,77,114
Men,2026,25,2026/6/27,A,Preliminary,Amdavad,India,Australia,Bahrain,1,3,18,28,19,21,-,25,26,25,25,-,1,12,10,1,1,-,10,7,12,29,1,6,0,7,1,2,16,19,12,0,9,21,6,3,13,10,1,19,30
Men,2026,25,2026/6/27,A,Preliminary,Amdavad,India,Australia,Bahrain,1,3,18,28,19,21,-,25,26,25,25,-,2,20,15,5,0,-,15,6,13,34,5,4,4,13,0,5,22,27,17,2,5,24,9,3,17,13,0,20,33
Men,2026,25,2026/6/27,A,Preliminary,Amdavad,India,Australia,Bahrain,1,3,18,28,19,21,-,25,26,25,25,-,3,12,8,3,1,-,8,2,11,21,3,7,3,13,1,4,15,20,11,1,8,20,6,4,14,6,0,18,24
Men,2026,25,2026/6/27,A,Preliminary,Amdavad,India,Australia,Bahrain,1,3,18,28,19,21,-,25,26,25,25,-,4,15,10,4,1,-,10,6,10,26,4,5,2,11,1,2,18,21,11,3,7,21,4,7,21,7,0,20,27
Men,2026,25,2026/6/27,A,Preliminary,Amdavad,India,Bahrain,Australia,3,1,25,26,25,25,-,18,28,19,21,-,ALL,74,58,10,6,-,58,21,39,118,10,15,12,37,6,14,80,100,37,3,34,74,36,22,73,50,2,61,113
Men,2026,25,2026/6/27,A,Preliminary,Amdavad,India,Bahrain,Australia,3,1,25,26,25,25,-,18,28,19,21,-,1,16,15,1,0,-,15,2,4,21,1,4,3,8,0,3,21,24,7,1,9,17,6,6,16,13,1,8,22
Men,2026,25,2026/6/27,A,Preliminary,Amdavad,India,Bahrain,Australia,3,1,25,26,25,25,-,18,28,19,21,-,2,19,12,5,2,-,12,9,15,36,5,4,3,12,2,3,22,27,12,0,10,22,9,7,20,9,0,24,33
Men,2026,25,2026/6/27,A,Preliminary,Amdavad,India,Bahrain,Australia,3,1,25,26,25,25,-,18,28,19,21,-,3,18,17,0,1,-,17,5,8,30,0,4,4,8,1,4,19,24,9,1,6,16,13,3,16,14,0,14,28
Men,2026,25,2026/6/27,A,Preliminary,Amdavad,India,Bahrain,Australia,3,1,25,26,25,25,-,18,28,19,21,-,4,21,14,4,3,-,14,5,12,31,4,3,2,9,3,4,18,25,9,1,9,19,8,6,21,14,1,15,30
Men,2026,26,2026/6/27,Final_9-10,Final_Round,Amdavad,India,New Zealand,Oman,0,3,20,21,18,-,-,25,25,25,-,-,ALL,45,36,6,3,-,36,19,32,87,6,15,6,27,3,8,50,61,27,4,37,68,21,9,40,18,1,64,83
Men,2026,26,2026/6/27,Final_9-10,Final_Round,Amdavad,India,New Zealand,Oman,0,3,20,21,18,-,-,25,25,25,-,-,1,19,14,4,1,-,14,7,15,36,4,8,2,14,1,2,18,21,12,1,10,23,12,2,18,7,0,28,35
Men,2026,26,2026/6/27,Final_9-10,Final_Round,Amdavad,India,New Zealand,Oman,0,3,20,21,18,-,-,25,25,25,-,-,2,14,11,2,1,-,11,5,11,27,2,6,3,11,1,4,16,21,7,2,15,24,4,4,13,6,0,19,25
Men,2026,26,2026/6/27,Final_9-10,Final_Round,Amdavad,India,New Zealand,Oman,0,3,20,21,18,-,-,25,25,25,-,-,3,12,11,0,1,-,11,7,6,24,0,1,1,2,1,2,16,19,8,1,12,21,5,3,9,5,1,17,23
Men,2026,26,2026/6/27,Final_9-10,Final_Round,Amdavad,India,Oman,New Zealand,3,0,25,25,25,-,-,20,21,18,-,-,ALL,54,43,7,4,-,43,14,21,78,7,11,9,27,4,5,64,73,23,3,26,52,29,9,51,13,1,68,82
Men,2026,26,2026/6/27,Final_9-10,Final_Round,Amdavad,India,Oman,New Zealand,3,0,25,25,25,-,-,20,21,18,-,-,1,19,15,3,1,-,15,4,8,27,3,3,5,11,1,1,22,24,8,1,10,19,11,4,19,4,0,25,29
Men,2026,26,2026/6/27,Final_9-10,Final_Round,Amdavad,India,Oman,New Zealand,3,0,25,25,25,-,-,20,21,18,-,-,2,18,14,2,2,-,14,8,8,30,2,4,2,8,2,1,22,25,8,1,8,17,12,2,20,4,0,27,31
Men,2026,26,2026/6/27,Final_9-10,Final_Round,Amdavad,India,Oman,New Zealand,3,0,25,25,25,-,-,20,21,18,-,-,3,17,14,2,1,-,14,2,5,21,2,4,2,8,1,3,20,24,7,1,8,16,6,3,12,5,1,16,22
Men,2026,27,2026/6/27,Semifinals,Final_Round,Amdavad,India,Korea,Bahrain,3,1,25,25,23,25,-,23,22,25,20,-,ALL,76,60,11,5,-,60,18,43,121,11,27,20,58,5,14,78,97,33,5,41,79,42,13,72,19,0,102,121
Men,2026,27,2026/6/27,Semifinals,Final_Round,Amdavad,India,Korea,Bahrain,3,1,25,25,23,25,-,23,22,25,20,-,1,20,17,2,1,-,17,3,6,26,2,7,3,12,1,6,18,25,8,0,12,20,5,4,10,6,0,19,25
Men,2026,27,2026/6/27,Semifinals,Final_Round,Amdavad,India,Korea,Bahrain,3,1,25,25,23,25,-,23,22,25,20,-,2,19,17,2,0,-,17,5,8,30,2,4,4,10,0,2,22,24,9,3,7,19,8,3,19,6,0,22,28
Men,2026,27,2026/6/27,Semifinals,Final_Round,Amdavad,India,Korea,Bahrain,3,1,25,25,23,25,-,23,22,25,20,-,3,17,11,2,4,-,11,4,14,29,2,8,4,14,4,3,17,24,8,1,11,20,13,5,20,4,0,27,31
Men,2026,27,2026/6/27,Semifinals,Final_Round,Amdavad,India,Korea,Bahrain,3,1,25,25,23,25,-,23,22,25,20,-,4,20,15,5,0,-,15,6,15,36,5,8,9,22,0,3,21,24,8,1,11,20,16,1,23,3,0,34,37
Men,2026,27,2026/6/27,Semifinals,Final_Round,Amdavad,India,Bahrain,Korea,1,3,23,22,25,20,-,25,25,23,25,-,ALL,60,51,4,5,-,51,17,49,117,4,20,18,42,5,12,74,91,37,5,41,83,37,16,72,10,2,111,123
Men,2026,27,2026/6/27,Semifinals,Final_Round,Amdavad,India,Bahrain,Korea,1,3,23,22,25,20,-,25,25,23,25,-,1,13,13,0,0,-,13,2,6,21,0,7,4,11,0,3,20,23,8,1,10,19,5,6,14,2,1,21,24
Men,2026,27,2026/6/27,Semifinals,Final_Round,Amdavad,India,Bahrain,Korea,1,3,23,22,25,20,-,25,25,23,25,-,2,16,11,2,3,-,11,4,11,26,2,3,2,7,3,4,16,23,9,0,13,22,4,5,16,6,0,21,27
Men,2026,27,2026/6/27,Semifinals,Final_Round,Amdavad,India,Bahrain,Korea,1,3,23,22,25,20,-,25,25,23,25,-,3,19,17,1,1,-,17,3,13,33,1,5,6,12,1,4,19,24,10,4,7,21,13,1,16,1,0,31,32
Men,2026,27,2026/6/27,Semifinals,Final_Round,Amdavad,India,Bahrain,Korea,1,3,23,22,25,20,-,25,25,23,25,-,4,12,10,1,1,-,10,8,19,37,1,5,6,12,1,1,19,21,10,0,11,21,15,4,26,1,1,38,40
Men,2026,28,2026/6/27,Semifinals,Final_Round,Amdavad,India,India,Indonesia,2,3,25,24,20,25,13,15,26,25,19,15,ALL,82,63,17,2,-,63,17,40,120,17,24,14,55,2,10,96,108,36,2,46,84,36,18,68,15,1,105,121
Men,2026,28,2026/6/27,Semifinals,Final_Round,Amdavad,India,India,Indonesia,2,3,25,24,20,25,13,15,26,25,19,15,1,17,14,3,0,-,14,1,13,28,3,3,3,9,0,3,21,24,6,0,6,12,8,6,17,3,0,19,22
Men,2026,28,2026/6/27,Semifinals,Final_Round,Amdavad,India,India,Indonesia,2,3,25,24,20,25,13,15,26,25,19,15,2,20,14,6,0,-,14,3,11,28,6,5,1,12,0,1,24,25,9,0,12,21,9,5,15,4,0,25,29
Men,2026,28,2026/6/27,Semifinals,Final_Round,Amdavad,India,India,Indonesia,2,3,25,24,20,25,13,15,26,25,19,15,3,16,15,1,0,-,15,7,5,27,1,4,6,11,0,4,16,20,11,1,10,22,6,2,9,3,0,24,27
Men,2026,28,2026/6/27,Semifinals,Final_Round,Amdavad,India,India,Indonesia,2,3,25,24,20,25,13,15,26,25,19,15,4,20,14,4,2,-,14,3,8,25,4,8,4,16,2,1,22,25,4,0,12,16,10,4,19,1,0,26,27
Men,2026,28,2026/6/27,Semifinals,Final_Round,Amdavad,India,India,Indonesia,2,3,25,24,20,25,13,15,26,25,19,15,5,9,6,3,0,-,6,3,3,12,3,4,0,7,0,1,13,14,6,1,6,13,3,1,8,4,1,11,16
Men,2026,28,2026/6/27,Semifinals,Final_Round,Amdavad,India,Indonesia,India,3,2,15,26,25,19,15,25,24,20,25,13,ALL,78,66,10,2,-,66,27,41,134,10,22,17,49,2,15,82,99,45,2,51,98,38,14,69,10,0,128,138
Men,2026,28,2026/6/27,Semifinals,Final_Round,Amdavad,India,Indonesia,India,3,2,15,26,25,19,15,25,24,20,25,13,1,9,9,0,0,-,9,7,8,24,0,5,5,10,0,4,12,16,4,0,17,21,10,1,16,1,0,28,29
Men,2026,28,2026/6/27,Semifinals,Final_Round,Amdavad,India,Indonesia,India,3,2,15,26,25,19,15,25,24,20,25,13,2,25,22,3,0,-,22,6,6,34,3,5,6,14,0,4,21,25,12,0,12,24,10,4,16,3,0,31,34
Men,2026,28,2026/6/27,Semifinals,Final_Round,Amdavad,India,Indonesia,India,3,2,15,26,25,19,15,25,24,20,25,13,3,18,13,4,1,-,13,2,10,25,4,6,2,12,1,3,21,25,9,0,7,16,8,2,11,2,0,22,24
Men,2026,28,2026/6/27,Semifinals,Final_Round,Amdavad,India,Indonesia,India,3,2,15,26,25,19,15,25,24,20,25,13,4,15,13,2,0,-,13,6,14,33,2,5,3,10,0,3,16,19,14,2,8,24,8,3,15,2,0,30,32
Men,2026,28,2026/6/27,Semifinals,Final_Round,Amdavad,India,Indonesia,India,3,2,15,26,25,19,15,25,24,20,25,13,5,11,9,1,1,-,9,6,3,18,1,1,1,3,1,1,12,14,6,0,7,13,2,4,11,2,0,17,19
Men,2026,29,2026/6/28,Final_7-8,Final_Round,Amdavad,India,Chinese Taipei,Qatar,1,3,30,25,18,15,-,32,22,25,25,-,ALL,66,56,7,3,-,56,34,38,128,7,15,17,39,3,11,75,89,34,3,51,88,43,12,71,11,1,118,130
Men,2026,29,2026/6/28,Final_7-8,Final_Round,Amdavad,India,Chinese Taipei,Qatar,1,3,30,25,18,15,-,32,22,25,25,-,1,25,19,3,3,-,19,11,10,40,3,1,2,6,3,4,24,31,13,0,14,27,14,8,26,3,0,40,43
Men,2026,29,2026/6/28,Final_7-8,Final_Round,Amdavad,India,Chinese Taipei,Qatar,1,3,30,25,18,15,-,32,22,25,25,-,2,19,17,2,0,-,17,7,10,34,2,3,8,13,0,3,21,24,7,2,10,19,10,0,15,4,0,27,31
Men,2026,29,2026/6/28,Final_7-8,Final_Round,Amdavad,India,Chinese Taipei,Qatar,1,3,30,25,18,15,-,32,22,25,25,-,3,12,11,1,0,-,11,6,9,26,1,6,4,11,0,0,19,19,6,1,14,21,8,3,15,3,0,22,25
Men,2026,29,2026/6/28,Final_7-8,Final_Round,Amdavad,India,Chinese Taipei,Qatar,1,3,30,25,18,15,-,32,22,25,25,-,4,10,9,1,0,-,9,10,9,28,1,5,3,9,0,4,11,15,8,0,13,21,11,1,15,1,1,29,31
Men,2026,29,2026/6/28,Final_7-8,Final_Round,Amdavad,India,Qatar,Chinese Taipei,3,1,32,22,25,25,-,30,25,18,15,-,ALL,74,54,17,3,-,54,11,45,110,17,23,15,55,3,15,85,103,33,3,42,78,34,15,66,11,0,103,114
Men,2026,29,2026/6/28,Final_7-8,Final_Round,Amdavad,India,Qatar,Chinese Taipei,3,1,32,22,25,25,-,30,25,18,15,-,1,22,17,5,0,-,17,3,11,31,5,9,5,19,0,4,27,31,7,3,17,27,6,4,15,4,0,29,33
Men,2026,29,2026/6/28,Final_7-8,Final_Round,Amdavad,India,Qatar,Chinese Taipei,3,1,32,22,25,25,-,30,25,18,15,-,2,15,9,4,2,-,9,4,17,30,4,4,4,12,2,4,17,23,9,0,12,21,13,6,25,1,0,32,33
Men,2026,29,2026/6/28,Final_7-8,Final_Round,Amdavad,India,Qatar,Chinese Taipei,3,1,32,22,25,25,-,30,25,18,15,-,3,22,18,3,1,-,18,3,8,29,3,4,4,11,1,3,20,24,11,0,8,19,7,3,15,3,0,25,28
Men,2026,29,2026/6/28,Final_7-8,Final_Round,Amdavad,India,Qatar,Chinese Taipei,3,1,32,22,25,25,-,30,25,18,15,-,4,15,10,5,0,-,10,1,9,20,5,6,2,13,0,4,21,25,6,0,5,11,8,2,11,3,0,17,20
Men,2026,30,2026/6/28,Final_5-6,Final_Round,Amdavad,India,Kazakhstan,Thailand,3,1,25,25,22,27,-,21,23,25,25,-,ALL,73,53,14,6,-,53,17,42,112,14,20,21,55,6,18,74,98,38,4,43,85,35,12,59,22,0,92,114
Men,2026,30,2026/6/28,Final_5-6,Final_Round,Amdavad,India,Kazakhstan,Thailand,3,1,25,25,22,27,-,21,23,25,25,-,1,21,17,4,0,-,17,2,4,23,4,1,7,12,0,5,20,25,8,0,11,19,5,3,8,6,0,17,23
Men,2026,30,2026/6/28,Final_5-6,Final_Round,Amdavad,India,Kazakhstan,Thailand,3,1,25,25,22,27,-,21,23,25,25,-,2,19,13,3,3,-,13,4,11,28,3,7,6,16,3,5,16,24,13,1,9,23,9,4,21,9,0,23,32
Men,2026,30,2026/6/28,Final_5-6,Final_Round,Amdavad,India,Kazakhstan,Thailand,3,1,25,25,22,27,-,21,23,25,25,-,3,16,11,3,2,-,11,7,14,32,3,4,2,9,2,3,18,23,9,1,12,22,11,3,16,5,0,27,32
Men,2026,30,2026/6/28,Final_5-6,Final_Round,Amdavad,India,Kazakhstan,Thailand,3,1,25,25,22,27,-,21,23,25,25,-,4,17,12,4,1,-,12,4,13,29,4,8,6,18,1,5,20,26,8,2,11,21,10,2,14,2,0,25,27
Men,2026,30,2026/6/28,Final_5-6,Final_Round,Amdavad,India,Thailand,Kazakhstan,1,3,21,23,25,25,-,25,25,22,27,-,ALL,65,54,7,4,-,54,27,40,121,7,21,19,47,4,10,81,95,27,6,47,80,42,12,70,15,1,106,122
Men,2026,30,2026/6/28,Final_5-6,Final_Round,Amdavad,India,Thailand,Kazakhstan,1,3,21,23,25,25,-,25,25,22,27,-,1,15,14,1,0,-,14,6,9,29,1,7,2,10,0,2,19,21,9,0,11,20,7,5,13,4,0,24,28
Men,2026,30,2026/6/28,Final_5-6,Final_Round,Amdavad,India,Thailand,Kazakhstan,1,3,21,23,25,25,-,25,25,22,27,-,2,15,12,2,1,-,12,7,12,31,2,5,3,10,1,1,22,24,5,3,11,19,11,4,23,4,0,29,33
Men,2026,30,2026/6/28,Final_5-6,Final_Round,Amdavad,India,Thailand,Kazakhstan,1,3,21,23,25,25,-,25,25,22,27,-,3,18,14,3,1,-,14,7,7,28,3,4,7,14,1,2,21,24,7,2,11,20,11,2,17,3,0,26,29
Men,2026,30,2026/6/28,Final_5-6,Final_Round,Amdavad,India,Thailand,Kazakhstan,1,3,21,23,25,25,-,25,25,22,27,-,4,17,14,1,2,-,14,7,12,33,1,5,7,13,2,5,19,26,6,1,14,21,13,1,17,4,1,27,32
Men,2026,31,2026/6/28,3rd_Place,Final_Round,Amdavad,India,Bahrain,India,1,3,23,25,21,17,-,25,23,25,25,-,ALL,64,53,8,3,-,53,20,50,123,8,25,12,45,3,9,75,87,36,1,48,85,43,24,80,6,0,120,126
Men,2026,31,2026/6/28,3rd_Place,Final_Round,Amdavad,India,Bahrain,India,1,3,23,25,21,17,-,25,23,25,25,-,1,20,17,1,2,-,17,5,13,35,1,7,6,14,2,1,20,23,8,0,15,23,14,8,25,2,0,34,36
Men,2026,31,2026/6/28,3rd_Place,Final_Round,Amdavad,India,Bahrain,India,1,3,23,25,21,17,-,25,23,25,25,-,2,19,16,2,1,-,16,4,15,35,2,6,3,11,1,3,21,25,8,0,12,20,14,4,22,1,0,35,36
Men,2026,31,2026/6/28,3rd_Place,Final_Round,Amdavad,India,Bahrain,India,1,3,23,25,21,17,-,25,23,25,25,-,3,15,11,4,0,-,11,5,14,30,4,5,1,10,0,3,18,21,9,1,12,22,10,9,23,0,0,29,29
Men,2026,31,2026/6/28,3rd_Place,Final_Round,Amdavad,India,Bahrain,India,1,3,23,25,21,17,-,25,23,25,25,-,4,10,9,1,0,-,9,6,8,23,1,7,2,10,0,2,16,18,11,0,9,20,5,3,10,3,0,22,25
Men,2026,31,2026/6/28,3rd_Place,Final_Round,Amdavad,India,India,Bahrain,3,1,25,23,25,25,-,23,25,21,17,-,ALL,78,66,11,1,-,66,11,44,121,11,32,16,59,1,12,84,97,32,3,43,78,44,16,72,12,1,107,120
Men,2026,31,2026/6/28,3rd_Place,Final_Round,Amdavad,India,India,Bahrain,3,1,25,23,25,25,-,23,25,21,17,-,1,22,19,3,0,-,19,1,13,33,3,6,3,12,0,2,23,25,7,2,13,22,12,6,21,2,1,31,34
Men,2026,31,2026/6/28,3rd_Place,Final_Round,Amdavad,India,India,Bahrain,3,1,25,23,25,25,-,23,25,21,17,-,2,18,16,2,0,-,16,3,15,34,2,10,7,19,0,3,20,23,10,1,11,22,15,5,23,5,0,29,34
Men,2026,31,2026/6/28,3rd_Place,Final_Round,Amdavad,India,India,Bahrain,3,1,25,23,25,25,-,23,25,21,17,-,3,19,15,3,1,-,15,5,11,31,3,8,3,14,1,3,21,25,8,0,10,18,11,3,17,1,0,28,29
Men,2026,31,2026/6/28,3rd_Place,Final_Round,Amdavad,India,India,Bahrain,3,1,25,23,25,25,-,23,25,21,17,-,4,19,16,3,0,-,16,2,5,23,3,8,3,14,0,4,20,24,7,0,9,16,6,2,11,4,0,19,23
Men,2026,32,2026/6/28,Final,Final_Round,Amdavad,India,Korea,Indonesia,0,3,32,16,23,-,-,34,25,25,-,-,ALL,54,46,6,2,-,46,21,26,93,6,16,10,32,2,11,60,73,23,7,41,71,32,12,50,9,0,85,94
Men,2026,32,2026/6/28,Final,Final_Round,Amdavad,India,Korea,Indonesia,0,3,32,16,23,-,-,34,25,25,-,-,1,23,18,4,1,-,18,8,13,39,4,6,5,15,1,3,29,33,6,2,19,27,15,6,23,3,0,35,38
Men,2026,32,2026/6/28,Final,Final_Round,Amdavad,India,Korea,Indonesia,0,3,32,16,23,-,-,34,25,25,-,-,2,14,14,0,0,-,14,7,9,30,0,5,4,9,0,4,12,16,7,5,12,24,11,2,13,4,0,26,30
Men,2026,32,2026/6/28,Final,Final_Round,Amdavad,India,Korea,Indonesia,0,3,32,16,23,-,-,34,25,25,-,-,3,17,14,2,1,-,14,6,4,24,2,5,1,8,1,4,19,24,10,0,10,20,6,4,14,2,0,24,26
